Index Joint1 Joint2 Joint3 Joint4 Joint5 Joint6
0 -0.0006673776981413824 -1.5698232258549327 0.01800306961805558 -1.562081276074729 -1.575165090171633 -1.5667252848107383
1 -0.015624299446328323 -1.5525478779651125 0.39006632032710886 -1.3890894678878078 -1.6605338644090872 -1.4120466827483142
2 -0.04178170302915326 -1.5362452055949833 0.7402666937654142 -1.219154249306225 -1.6042270535714662 -1.0853800309628816
3 -0.09672144390740159 -1.5255227393530482 0.882052195271559 -1.1547971766548828 -1.323711509605438 -0.7102272836102241
4 -0.1639560034156573 -1.516957755430613 0.919267898639395 -1.1827466267038587 -1.0720515666550756 -0.5021331493683465
5 -0.23681241663496633 -1.5076047575281502 0.9851952760408511 -1.2606471077271237 -0.8326546609881758 -0.3881763718735167
6 -0.3026726634579333 -1.502570026924597 1.075848440567921 -1.3601452982345088 -0.6028690079580727 -0.3502306945934164
7 -0.35938143414679 -1.5010890232780159 1.1801822289897193 -1.4914660562355935 -0.40396285797439124 -0.3787131839939467
8 -0.4151018878115782 -1.4980771223983416 1.2845904014284248 -1.660844211124004 -0.2660274910117833 -0.4573486752469586
9 -0.4648327692131575 -1.495979981615538 1.355807345334087 -1.8371466574381938 -0.20464963907560468 -0.5517031225870974
10 -0.513078174304724 -1.496260360106899 1.392315820395828 -1.9817350538661618 -0.2187641128152117 -0.6095198356780849
11 -0.5420013896694277 -1.5003174482785704 1.4012251738785688 -2.0789540998116682 -0.2716145655396838 -0.5994967333873752
12 -0.5485394460334659 -1.5069016361578593 1.402857746164973 -2.142644834070282 -0.3288542429481885 -0.5400970529655333
13 -0.5458990519283654 -1.5140684828013193 1.406394399391882 -2.195778337225441 -0.3770865335087278 -0.45862923132570604
14 -0.5402930032033536 -1.521299663257934 1.414652422195838 -2.251267149116622 -0.41629589604620687 -0.37040521251909986
15 -0.5340595983799117 -1.528419142326864 1.4276155225436749 -2.314271672715423 -0.45056189319830653 -0.2822114502288183
16 -0.5276435329062379 -1.5354236104509775 1.4444256993086564 -2.3859283299715166 -0.48420338403332197 -0.1965102383397382
17 -0.5207356541484561 -1.5423630191313868 1.4643183159197173 -2.4657313600370037 -0.52048030985436 -0.11398157785446111
18 -0.5128436002863422 -1.549285960234543 1.4869566859551324 -2.5528763396410703 -0.5614044267574477 -0.03503583960013032
19 -0.5035330944796194 -1.5562205369315747 1.5124377298014178 -2.6468589566074763 -0.6080570900095104 0.039410155399233315
20 -0.49249819631540465 -1.5631729720759466 1.5411589975078526 -2.7475934842791414 -0.6609814261075544 0.10764230978692504
21 -0.4795671145411977 -1.5701322987750217 1.5736629891108067 -2.8552825254553915 -0.72040033706224 0.16707074574249253
22 -0.4641679851684797 -1.5770078004888832 1.612160594967916 -2.9800443115018243 -0.7938136842046102 0.18513201463369794
23 -0.4456867946948501 -1.5841322940858915 1.6544051109221356 -3.0975431880213993 -0.8708212137283002 0.18480324942545753
24 -0.427212240306091 -1.5916016591743563 1.696459844471302 -3.1984462797749345 -0.9259748179913703 0.18010119875838201
25 -0.41624056690926403 -1.5995483535085921 1.7226462561638218 -3.244546032155207 -0.947332767230266 0.18098288299530157
26 -0.40992148335214595 -1.6076889317152148 1.745870108491946 -3.290662163314474 -0.9686678318528105 0.17712190150484705
27 -0.40537809844726974 -1.6159892364038189 1.7690376919722728 -3.3358988123383506 -0.9901277179400119 0.16868205588947557
28 -0.4017552517337347 -1.6243409997491907 1.7918726061984116 -3.379652392036028 -1.0103414850471708 0.15579116370183815
29 -0.3987970656947557 -1.6326105101007606 1.8143881477941053 -3.4204067155311213 -1.028932940998877 0.13869505188762582
30 -0.39623699915522065 -1.639990614608426 1.83485605048317 -3.4559127456129817 -1.0458272229645582 0.1180352385939214
31 -0.39395957694839445 -1.6465055526545782 1.8525161672839814 -3.4857218624030257 -1.0604755796726621 0.09445963008300078
32 -0.3920030639753559 -1.6523267222479086 1.8674131518008772 -3.5094995765215513 -1.072691187941589 0.06861694717128328
33 -0.3903824819522578 -1.657459683152154 1.8794502944703688 -3.527086300588879 -1.0824872096204712 0.04118186625366684
34 -0.3890858243687084 -1.662049378648248 1.8887580166589348 -3.5385169219358503 -1.0900270228425648 0.012819850199289405
35 -0.3880773181844236 -1.6662376508836054 1.8955230989318363 -3.5439674313716774 -1.0955977761649853 -0.015828542171868215
36 -0.3872962911716386 -1.670158164960862 1.8999702328561952 -3.543727962381249 -1.0995645821297049 -0.04415971795918426
37 -0.38666361350775313 -1.6739319816817997 1.9023454236926058 -3.5381746818939304 -1.1023333137428164 -0.07161444529300352
38 -0.3860901279999038 -1.6776643405508256 1.902901581580097 -3.527744668647987 -1.1043191173846938 -0.09768179565330938
39 -0.3857059292651406 -1.6801103366722492 1.9024058782964348 -3.5185750796602897 -1.105379999577666 -0.11366125386207705
