Index dist_to_goal_AAPF dist_to_goal_APF
0 0.5623203262574653 0.5623203262574653
1 0.5510480645994422 0.5510480645994422
2 0.5396679507043443 0.5396679507043443
3 0.5282377865801214 0.5282377865801214
4 0.5167592231353261 0.5167592231353261
5 0.5052357090278375 0.5052357090278375
6 0.49367110560090316 0.49367110560090316
7 0.48206949242550146 0.48206949242550146
8 0.4704351234220206 0.4704351234220206
9 0.45877242037529203 0.45877242037529203
10 0.44708598070777555 0.44708598070777555
11 0.43538059333361623 0.43538059333361623
12 0.4236612609428309 0.4236612609428309
13 0.4119332286363229 0.4119332286363229
14 0.40020201954846657 0.40020201954846657
15 0.38847347854122033 0.38847347854122033
16 0.3767538254289304 0.3767538254289304
17 0.36504971957532284 0.36504971957532284
18 0.3533683381327068 0.3533683381327068
19 0.34171747069210934 0.34171747069210934
20 0.3301056336985804 0.3301056336985804
21 0.318542208668568 0.318542208668568
22 0.30703760902680494 0.30703760902680494
23 0.2956034812417127 0.2956034812417127
24 0.284252946832247 0.284252946832247
25 0.27300089264052785 0.27300089264052785
26 0.26186431731283794 0.26186431731283794
27 0.25086274184745266 0.25086274184745266
28 0.24001869073813856 0.24001869073813856
29 0.22935824666225965 0.22935824666225965
30 0.21891167425386285 0.21891167425386285
31 0.20871409490935355 0.20871409490935355
32 0.19880617152607874 0.19880617152607874
33 0.18923472553862666 0.18923472553862666
34 0.18005315470986263 0.18005315470986263
35 0.1713214476216127 0.1713214476216127
36 0.16310550630840467 0.16310550630840467
37 0.15547541496612813 0.15547541496612813
38 0.1485022792892148 0.1485022792892148
39 0.1422533854871983 0.1422533854871983
40 0.136785773815539 0.136785773815539
41 0.13213891032918487 0.13213891032918487
42 0.12832783316734367 0.12832783316734367
43 0.1253385985654687 0.1253385985654687
44 0.12312764000240302 0.12312764000240302
45 0.12162563304909785 0.12162563304909785
46 0.11874628723231528 0.11874628723231528
47 0.11757677961868361 0.11757677961868361
48 0.1175375429501031 0.1175375429501031
49 0.1182101936962684 0.1182101936962684
50 0.11920098627980155 0.11920098627980155
51 0.12042105425159848 0.12042105425159848
52 0.12176592218336875 0.12176592218336875
53 0.12316800088098917 0.12316800088098917
54 0.12458410258856745 0.12458410258856745
55 0.1259869788466964 0.1259869788466964
56 0.12735971536422924 0.12735971536422924
57 0.12869206937378705 0.12869206937378705
58 0.129978094455018 0.129978094455018
59 0.1312146060635258 0.1312146060635258
60 0.1324001914029389 0.1324001914029389
61 0.13353457019286885 0.13353457019286885
62 0.1346181812285691 0.1346181812285691
63 0.13565191423705475 0.13565191423705475
64 0.13663693536308427 0.13663693536308427
65 0.13757457314471133 0.13757457314471133
66 0.13846624370890584 0.13846624370890584
67 0.13931340151469124 0.13931340151469124
68 0.14011750683270072 0.14011750683270072
69 0.14088000426339664 0.14088000426339664
70 0.14160230859296608 0.14160230859296608
71 0.14228579556932058 0.14228579556932058
72 0.14293179600794 0.14293179600794
73 0.14354159217264031 0.14354159217264031
74 0.14407280947525208 0.14407280947525208
75 0.14405439299225267 0.14405439299225267
76 0.1440349062375128 0.1440349062375128
77 0.14401317944491915 0.14401317944491915
78 0.1439884308428983 0.1439884308428983
79 0.14396015539637871 0.14396015539637871
80 0.14392804575483614 0.14392804575483614
81 0.1438919352258948 0.1438919352258948
82 0.14385175601635336 0.14385175601635336
83 0.14380750821705884 0.14380750821705884
84 0.14375923647289882 0.14375923647289882
85 0.14370701224462903 0.14370701224462903
86 0.1436509202099901 0.1436509202099901
87 0.14359104778051332 0.14359104778051332
88 0.14352747700065333 0.14352747700065333
89 0.14346027829474572 0.14346027829474572
90 0.14338950566552672 0.14338950566552672
91 0.1433151930456065 0.1433151930456065
92 0.14323735157346656 0.14323735157346656
93 0.14315596761688318 0.14315596761688318
94 0.14307100140489137 0.14307100140489137
95 0.14298238615833128 0.14298238615833128
96 0.14289002763124478 0.14289002763124478
97 0.1427938039927153 0.1427938039927153
98 0.142693565992394 0.142693565992394
99 0.1425891373638263 0.1425891373638263
100 0.14248031542841505 0.14248031542841505
101 0.14236687186990143 0.14236687186990143
102 0.1422485536549675 0.1422485536549675
103 0.14212508408022792 0.14212508408022792
104 0.1419961639296927 0.1419961639296927
105 0.1418614727299073 0.1418614727299073
106 0.1417206700925374 0.1417206700925374
107 0.14157339713626133 0.14157339713626133
108 0.1414192779815403 0.1414192779815403
109 0.14125792131321904 0.14125792131321904
110 0.14108892200700188 0.14108892200700188
111 0.14091186281670548 0.14091186281670548
112 0.14072631611980888 0.14072631611980888
113 0.14053184571924468 0.14053184571924468
114 0.14036017835735107 0.14020645342255308
115 0.14017794351033247 0.13987848554436463
116 0.13998469462521299 0.1395454975663366
117 0.1397799940585141 0.13920549851720074
118 0.13956341303552333 0.13885685136679518
